ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
404,churned,73,62,149,371,268,4,4753.7,3450.8,3,3,iPhone
405,retained,16,14,418,1520,20,45,3476.3,1731.4,6,1,Android
406,retained,12,10,277,861,165,23,2696.3,776.8,24,17,iPhone
407,retained,17,17,19,3490,0,0,970.0,656.2,24,16,Android
408,churned,26,26,150,1368,39,0,3575.6,2784.6,2,0,Android
409,churned,23,19,164,1863,24,0,2374.3,936.5,0,0,iPhone
410,retained,11,11,301,1197,29,21,6811.2,2878.6,15,12,iPhone
411,retained,27,23,206,2071,0,43,1285.3,627.7,10,10,iPhone
412,retained,70,56,191,2088,50,0,2987.2,702.4,19,15,iPhone
413,retained,57,50,67,2356,59,3,7112.7,3235.6,15,11,Android
414,retained,8,7,84,834,138,0,1102.6,560.1,4,0,Android
415,retained,65,53,101,2937,207,21,1485.2,992.0,6,1,Android
416,retained,192,156,196,2007,0,57,4856.5,3542.2,27,20,iPhone
417,retained,11,11,36,2771,53,7,3983.6,2292.4,11,8,iPhone
418,retained,98,79,115,2341,0,0,5085.5,2710.4,5,5,iPhone
419,churned,476,381,572,380,118,0,6137.6,2315.3,4,4,Android
420,retained,17,14,49,1729,0,93,2597.7,615.9,18,14,iPhone
421,retained,37,37,151,3361,54,83,2713.3,395.9,7,7,Android
422,retained,43,36,144,1324,0,17,2404.9,1559.3,25,18,iPhone
423,churned,153,153,169,2875,0,0,1544.9,962.2,5,4,iPhone
424,retained,113,90,159,2770,146,21,4295.6,283.1,29,25,Android
425,retained,1,1,8,1169,121,82,2709.0,1685.5,4,4,iPhone
426,retained,17,17,46,2012,79,31,2085.3,537.9,25,19,iPhone
427,retained,7,6,327,2411,72,39,381.5,171.2,30,25,iPhone
428,churned,147,120,172,196,94,11,5708.7,3784.2,1,0,iPhone
429,churned,9,8,39,1907,68,2,1236.4,526.3,3,2,iPhone
430,retained,41,41,100,564,127,0,2447.3,857.4,22,13,iPhone
431,retained,108,87,220,2459,127,0,10853.8,2690.4,29,21,iPhone
432,retained,74,59,196,350,25,23,5908.3,1592.1,26,24,iPhone
433,retained,61,49,83,391,0,0,3283.7,975.8,7,1,iPhone
434,retained,114,91,189,2743,177,73,7942.1,1384.3,6,4,Android
435,retained,3,3,334,1525,0,42,7896.6,5860.9,3,0,Android
436,retained,7,6,41,3356,0,20,2043.6,726.8,11,11,iPhone
437,retained,68,54,130,488,442,189,3330.3,2595.9,13,8,iPhone
438,retained,18,15,283,1210,0,0,2777.6,1879.4,14,11,iPhone
439,retained,19,15,19,1052,126,4,1779.4,676.1,25,15,Android
440,retained,18,15,19,443,59,0,3353.3,2185.7,15,13,Android
441,churned,63,50,165,2141,175,0,4356.8,3215.7,6,3,Android
442,retained,87,70,112,3099,182,61,6948.3,2118.3,4,2,Android
443,retained,74,60,306,1672,159,0,2064.5,435.2,21,20,Android
444,retained,338,273,348,2778,0,19,2220.1,1725.7,17,17,iPhone
445,retained,104,83,104,71,54,126,1916.9,1074.2,9,5,iPhone
447,retained,11,11,271,482,0,32,4862.8,1073.3,20,17,iPhone
448,retained,68,59,269,2056,315,33,1636.9,854.9,24,18,Android
449,retained,81,66,132,2434,87,0,3091.2,1193.0,29,20,Android
450,retained,77,63,85,480,482,0,6811.0,3055.8,28,19,iPhone
451,churned,332,266,445,401,66,0,8587.7,5810.4,11,5,Android
452,retained,16,13,82,153,77,0,5962.4,2010.2,11,9,iPhone
453,retained,3,3,262,283,0,1,2286.1,770.4,4,4,iPhone
455,retained,39,31,407,3404,634,82,2502.9,823.8,21,17,iPhone
456,retained,43,38,196,50,586,38,8187.8,5358.8,28,24,Android
457,retained,32,26,168,2843,152,0,1249.0,541.5,25,19,iPhone
458,retained,100,81,127,2604,37,103,2513.7,1575.4,23,15,iPhone
459,churned,30,24,207,733,428,0,1488.5,1169.0,8,8,iPhone
460,churned,164,131,285,2912,195,0,1677.5,787.8,15,12,iPhone
461,retained,124,104,480,1704,229,36,7453.8,1256.1,8,3,iPhone
462,retained,6,6,30,3161,0,67,5427.3,2474.6,4,4,iPhone
463,retained,47,38,76,1779,0,0,6193.4,2873.0,23,16,Android
464,retained,41,41,283,2915,209,80,2667.9,1900.4,5,3,Android
465,churned,47,38,86,602,263,47,1852.5,1262.6,3,3,Android
466,retained,90,73,94,1520,27,0,2043.8,1453.5,23,18,iPhone
467,churned,118,95,314,1388,56,9,3051.2,1611.6,9,6,iPhone
468,retained,118,95,162,2216,508,0,4140.9,2203.4,1,0,iPhone
469,retained,15,13,59,3479,98,73,2960.5,1285.9,17,14,Android
470,retained,146,146,182,1667,414,0,1083.1,834.3,2,0,iPhone
471,retained,92,73,287,2957,265,30,4136.2,1479.0,3,0,iPhone
472,churned,250,209,257,1341,139,19,10828.2,4322.1,1,1,Android
473,retained,36,30,378,3288,308,0,1166.0,768.1,14,13,iPhone
474,retained,24,20,28,1946,71,1,3335.9,1179.6,30,26,iPhone
475,retained,19,17,152,702,135,6,5333.1,3340.5,20,12,iPhone
476,retained,163,131,254,2321,307,176,2583.1,857.7,17,11,Android
477,retained,6,6,183,749,161,21,2058.2,994.8,14,7,iPhone
478,retained,42,42,484,359,100,21,3497.0,1806.4,9,9,iPhone
479,retained,19,16,161,1313,22,0,869.2,461.4,30,19,iPhone
480,retained,132,110,133,2125,14,0,10504.3,8165.1,9,9,Android
481,retained,124,118,241,2395,74,0,2508.7,247.4,26,26,iPhone
482,retained,80,65,334,2707,230,3,1320.6,942.3,14,11,iPhone
483,retained,9,7,39,2306,23,12,7100.8,4602.4,19,19,iPhone
484,retained,122,97,291,2125,164,0,6870.1,4700.5,4,3,iPhone
486,retained,72,57,181,2939,139,0,1830.9,494.1,1,1,iPhone
487,churned,19,15,23,2672,38,37,5084.6,1007.3,27,25,iPhone
488,churned,72,59,492,3268,0,0,6067.5,944.3,8,8,iPhone
489,retained,171,137,183,1818,126,54,1750.3,971.1,16,14,iPhone
490,retained,15,13,30,2308,75,62,15881.2,10114.8,28,21,iPhone
491,churned,38,31,97,1439,294,128,3587.5,1197.8,15,8,iPhone
492,retained,32,25,34,3214,204,31,5002.6,2300.2,11,6,iPhone
493,retained,49,39,100,329,5,84,2742.7,914.2,31,22,Android
494,retained,91,73,115,3241,130,64,9897.8,3530.3,8,8,Android
496,churned,71,60,126,433,0,5,694.3,345.7,2,0,Android
497,retained,73,59,184,486,9,0,1798.5,1296.5,28,18,iPhone
498,retained,10,9,49,1425,117,21,6370.6,2471.1,8,8,iPhone
499,retained,11,11,87,2723,142,0,5574.4,2436.8,17,13,Android
500,retained,57,46,86,1331,0,110,1990.4,1294.2,20,13,iPhone
501,retained,266,213,280,3016,118,0,6128.8,1351.9,25,17,iPhone
502,retained,151,128,176,3134,0,0,2633.8,1419.7,23,15,Android
503,retained,74,65,247,2903,526,0,3868.8,1493.0,19,11,Android
504,retained,80,64,96,2389,94,2,1274.7,959.3,7,7,iPhone
505,retained,62,50,156,1909,10,38,2241.4,1825.5,20,11,iPhone
506,churned,25,24,44,557,170,0,2271.1,938.7,10,4,Android
507,retained,36,33,49,2074,50,0,2843.9,1920.5,13,10,iPhone
508,retained,31,27,125,1280,16,0,2654.7,2083.7,28,19,iPhone
509,retained,44,44,163,2654,236,0,1074.8,516.7,2,2,iPhone
510,churned,49,40,217,116,135,62,3056.3,2198.5,6,4,iPhone
511,retained,17,14,119,2985,34,0,6645.7,341.4,24,22,iPhone
512,retained,226,226,273,123,195,11,3711.6,2387.4,12,12,iPhone
513,retained,61,61,220,317,7,19,2203.2,1034.9,18,17,iPhone
514,retained,2,2,78,2897,0,10,5954.0,629.6,3,0,iPhone
515,retained,40,40,277,777,927,0,2452.8,1701.0,19,16,iPhone
516,churned,253,202,264,1772,204,117,9305.7,4575.4,20,12,Android
517,churned,14,12,43,2190,0,0,6258.0,1098.8,5,5,iPhone
518,retained,132,106,153,3216,217,72,2415.9,746.3,15,8,iPhone
519,retained,128,102,181,943,0,0,3778.8,649.6,2,0,iPhone
520,retained,86,69,98,846,99,23,4661.2,2091.3,17,17,iPhone
521,retained,6,5,29,558,19,7,2400.7,885.8,22,15,iPhone
522,retained,82,68,185,2002,0,0,1132.5,933.9,5,0,iPhone
523,retained,421,337,458,1608,11,108,2324.9,895.2,31,28,Android
524,retained,42,35,201,28,5,0,3401.6,1374.4,7,2,iPhone
525,retained,8,6,84,2924,86,112,3384.7,981.0,5,5,Android
526,retained,246,197,297,1790,40,0,2126.4,399.9,11,11,iPhone
527,retained,100,81,151,917,0,0,10096.8,3869.5,23,14,Android
528,retained,92,74,168,3215,0,0,2430.4,1476.6,5,4,Android
529,retained,37,37,201,809,22,0,5546.7,1683.3,2,2,Android
530,retained,81,65,98,2392,44,38,3417.3,327.2,27,17,iPhone
531,retained,43,35,112,1836,0,0,8466.6,3601.7,16,14,iPhone
532,retained,185,152,264,818,57,131,2200.2,877.7,2,0,Android
533,retained,26,24,92,3012,0,0,4471.1,1249.6,31,23,iPhone
534,retained,21,17,47,976,168,13,3198.7,1686.2,28,20,iPhone
535,retained,79,66,117,3233,131,0,3792.2,2142.7,9,9,iPhone
536,retained,200,161,360,2431,58,7,2210.1,1650.7,19,16,Android
537,retained,27,24,157,2646,190,112,11174.1,2541.9,25,25,Android
538,retained,32,30,51,782,95,0,3673.0,1403.6,30,24,Android
539,churned,12,11,77,451,26,22,5907.5,3841.0,19,13,iPhone
540,retained,121,100,125,2718,17,0,1027.9,557.2,7,4,Android
541,retained,4,4,724,379,215,7,3197.1,2292.8,18,18,iPhone
542,churned,180,145,368,2279,24,60,3944.8,1056.1,10,6,Android
543,retained,113,91,274,2800,58,0,3775.9,852.3,17,10,Android
544,retained,166,138,167,3214,0,43,4842.7,1967.5,11,11,Android
545,churned,23,21,119,1907,104,0,10383.4,5418.6,24,19,Android
546,retained,1,1,121,3257,192,0,3084.7,1311.7,10,9,Android
547,retained,86,71,210,2509,0,8,5589.7,2794.5,23,20,Android
548,churned,65,65,137,1648,93,3,5117.4,3631.8,0,0,Android
549,retained,69,62,267,1500,38,52,967.4,682.3,11,6,iPhone
550,retained,67,54,415,2187,48,0,3802.0,1812.8,24,15,iPhone
551,retained,57,57,115,3118,0,124,2389.6,1692.6,7,7,iPhone
552,retained,10,10,132,1452,50,0,1904.4,578.6,30,28,iPhone
553,retained,35,35,59,791,227,26,167.5,105.4,30,23,iPhone
554,retained,41,33,238,2899,0,36,2004.2,886.8,10,10,iPhone
555,retained,72,60,161,1569,0,8,7241.8,4772.8,24,17,iPhone
556,churned,54,45,63,1472,233,273,3018.9,2299.2,9,9,iPhone
557,retained,10,9,53,1735,0,8,2835.4,206.7,23,22,iPhone
558,retained,3,3,37,954,80,97,9496.9,1035.0,7,7,Android
559,retained,11,9,96,3275,7,51,3740.1,2350.1,22,18,iPhone
560,retained,156,125,298,3161,0,97,2943.5,1218.8,17,9,iPhone
561,retained,129,108,141,2962,202,0,1954.6,1617.7,26,19,iPhone
562,churned,169,135,187,333,50,27,1481.2,806.8,6,0,iPhone
563,churned,188,151,232,645,326,38,2651.2,205.1,9,9,iPhone
564,retained,156,129,225,2487,186,0,2117.9,815.5,12,5,iPhone
565,churned,184,148,187,676,40,0,5943.7,4305.7,24,18,iPhone
566,retained,46,38,257,3262,495,0,6373.8,888.3,16,8,iPhone
567,retained,118,96,143,2214,3,24,1318.0,851.4,24,20,iPhone
568,churned,31,28,75,2055,802,0,5173.7,2464.0,14,9,Android
569,retained,138,113,223,402,250,0,8677.9,4216.5,17,10,Android
570,retained,87,87,184,3430,133,24,5031.2,3640.3,11,11,iPhone
571,retained,49,42,103,272,288,0,2303.8,1791.1,13,9,Android
572,churned,8,7,134,2088,0,2,1664.2,1337.5,14,9,Android
573,retained,215,173,269,2572,160,17,3085.8,1387.7,22,20,iPhone
575,retained,46,37,355,3127,385,93,3816.7,1898.9,14,7,iPhone
576,retained,16,16,190,623,280,0,2914.2,1829.6,22,19,iPhone
577,retained,185,148,217,2056,35,17,1968.3,1140.2,30,28,Android
578,retained,29,23,49,2487,0,0,9583.9,7817.8,25,24,iPhone
579,retained,42,34,147,3020,26,1,4549.4,2431.9,3,3,Android
580,retained,12,10,338,1285,0,82,5680.2,3153.9,25,19,iPhone
581,retained,52,52,174,1995,377,24,3198.7,2274.5,13,7,iPhone
582,retained,128,106,268,2507,0,38,4509.7,1255.1,29,27,iPhone
583,retained,48,38,100,1797,139,0,1248.4,731.8,16,8,iPhone
584,retained,68,55,124,1077,182,37,2399.0,552.2,22,22,iPhone
585,retained,41,33,164,3044,164,20,3128.5,2013.1,10,6,iPhone
586,retained,5,5,20,1096,0,84,2567.5,1434.1,21,18,iPhone
587,retained,85,71,127,1786,143,16,6864.2,2702.3,5,5,iPhone
588,retained,71,62,174,2590,35,34,9326.5,6614.7,18,15,iPhone
589,retained,36,29,60,2068,12,58,9566.8,4553.7,11,6,Android
590,retained,88,71,169,2358,0,0,9125.7,895.0,15,11,iPhone
591,churned,40,38,83,136,6,129,7020.4,5792.1,9,9,iPhone
593,retained,344,279,563,2124,450,5,3954.1,1491.4,26,24,iPhone
594,retained,73,60,206,3275,32,8,4272.4,2319.9,6,2,Android
595,retained,1,1,10,2091,0,0,5456.8,2618.5,7,7,iPhone
596,retained,13,11,34,2610,0,0,2041.8,698.5,21,13,iPhone
597,retained,53,48,385,2287,0,0,5177.6,1692.5,7,6,iPhone
598,retained,62,50,144,2819,0,19,924.4,657.8,27,23,Android
599,retained,84,69,207,1071,184,155,6209.5,3639.0,6,6,iPhone
600,retained,27,27,221,2213,128,0,1559.1,136.7,8,8,iPhone
601,retained,1,1,99,1119,566,62,4709.8,1040.0,28,27,iPhone
602,churned,200,161,529,289,0,185,5871.8,1296.7,22,20,Android
603,churned,19,15,174,1921,454,144,4469.4,2469.1,20,17,Android
604,retained,74,60,196,1808,28,14,3860.4,2317.6,12,6,iPhone
605,retained,71,57,208,2560,140,88,835.8,181.2,13,13,iPhone
606,churned,41,33,187,2743,84,0,2728.5,1961.8,8,8,iPhone
607,retained,23,22,83,1811,157,137,1302.4,206.3,24,21,iPhone
608,retained,24,24,144,1868,372,55,6337.9,4350.1,21,14,Android
609,retained,5,4,102,1867,271,13,930.6,520.8,14,13,iPhone
610,retained,112,90,176,2176,0,61,1648.4,1272.2,4,4,iPhone
611,retained,105,86,105,599,0,0,2596.5,2144.6,6,1,iPhone
612,retained,3,2,24,3358,0,95,5169.3,1341.1,24,16,iPhone
613,retained,13,12,100,2640,168,20,3884.8,1293.5,25,21,iPhone
614,retained,94,78,100,3084,118,34,1966.0,1277.4,27,24,Android
615,retained,1,1,40,3175,57,60,10527.9,932.9,22,20,iPhone
616,churned,44,44,177,2826,80,4,3631.7,1994.2,4,3,Android
617,retained,43,34,101,2356,77,14,6067.1,1913.9,21,17,Android
618,retained,31,25,37,2759,0,0,3185.8,2574.3,29,22,iPhone
619,retained,64,54,76,1484,23,0,2325.0,578.6,23,14,iPhone
620,retained,140,113,310,1133,116,99,5137.4,1403.6,5,2,iPhone
621,retained,11,10,147,629,0,0,3286.3,1895.8,21,15,iPhone
622,churned,249,200,284,2153,73,19,19214.5,6599.4,8,2,Android
623,retained,16,14,105,1891,12,0,5752.1,842.1,3,2,iPhone
624,retained,17,14,17,595,15,23,502.2,128.4,5,0,iPhone
625,retained,48,39,82,1909,56,0,2148.8,603.7,19,16,Android
626,retained,35,28,97,1586,0,36,2257.0,561.8,29,22,Android
627,churned,354,334,388,1702,102,69,2675.6,1769.2,19,18,iPhone
628,retained,170,140,451,1188,20,0,9072.2,244.0,16,15,Android
629,retained,73,60,256,2294,61,0,6170.1,4448.1,9,9,iPhone
630,churned,8,6,45,2304,19,5,2473.9,1571.9,0,0,iPhone
631,retained,42,35,116,1935,196,0,4588.1,3137.5,5,5,iPhone
632,retained,77,62,130,2512,173,0,3865.3,1862.6,13,7,Android
633,retained,60,49,142,3441,37,56,13440.9,6327.6,15,12,iPhone
634,churned,13,10,44,2790,0,22,2499.9,1653.2,11,11,iPhone
635,retained,109,88,463,469,273,0,8664.9,4267.5,21,12,Android
636,retained,37,31,499,3402,72,123,2614.9,1567.2,23,14,Android
637,churned,180,166,213,1448,232,0,2966.6,1042.1,14,14,Android
638,retained,6,5,52,599,110,153,3607.0,1642.6,21,17,Android
639,retained,50,50,226,2735,528,5,5304.4,2463.9,12,12,iPhone
640,retained,191,169,191,1225,37,0,2227.4,1267.2,8,8,Android
641,retained,44,38,69,723,326,0,383.5,264.3,21,15,Android
642,retained,156,128,254,2050,0,50,3453.2,1792.1,28,21,iPhone
643,retained,52,43,99,786,23,0,6337.9,4412.7,7,7,iPhone
644,retained,213,172,241,2121,402,0,2441.8,1665.5,25,15,iPhone
645,churned,32,29,114,1908,311,8,965.4,415.1,3,1,Android
646,retained,135,119,264,902,45,36,4557.4,3535.7,16,16,Android
647,churned,104,96,265,3479,15,0,2322.1,917.6,21,14,Android
648,retained,53,43,71,3113,26,4,1874.7,948.1,23,14,iPhone
649,retained,51,44,106,523,0,90,5557.4,1716.8,23,23,iPhone
650,retained,286,229,368,92,165,33,4589.6,2051.7,5,4,Android
651,retained,43,34,96,2974,0,4,6033.4,1580.2,9,9,iPhone
652,retained,19,19,174,2421,55,0,2350.0,1552.9,27,18,iPhone
653,retained,56,45,274,1054,0,7,2798.9,1210.2,7,1,iPhone
654,retained,190,156,287,431,171,40,2766.8,1347.4,5,3,Android
655,retained,7,7,33,1896,0,0,5444.2,1206.9,28,19,iPhone
656,retained,90,74,132,871,175,55,2577.9,2071.8,30,25,Android
657,retained,65,52,96,1071,1,78,5654.6,4414.8,30,28,iPhone
659,retained,8,6,518,1194,0,0,1203.6,697.4,26,18,iPhone
660,retained,76,61,138,3163,332,26,2521.7,523.1,1,1,iPhone
661,churned,125,100,148,3264,90,2,1539.6,467.4,5,5,iPhone
662,retained,184,156,199,974,366,0,5959.3,1987.5,8,1,iPhone
663,retained,310,249,413,1736,110,2,698.4,462.6,19,13,iPhone
664,retained,191,161,247,1902,0,0,3049.6,1558.5,28,18,Android
665,retained,54,47,363,1645,25,120,6266.8,4110.4,3,3,iPhone
666,churned,199,163,303,2171,29,0,5337.8,1197.4,7,6,iPhone
667,retained,45,45,110,1449,321,10,4045.8,1923.8,26,23,iPhone
668,churned,104,83,299,274,9,54,2521.5,1212.9,10,5,iPhone
669,retained,131,108,481,2320,11,4,6566.4,4558.5,18,16,iPhone
670,retained,118,95,288,1795,1,194,3722.9,190.4,21,14,iPhone
671,retained,39,32,154,2261,0,70,1483.5,707.2,8,3,iPhone
672,churned,110,89,128,3252,0,107,5710.2,4748.8,7,7,iPhone
673,retained,342,274,420,30,52,0,7540.6,795.6,30,27,iPhone
674,retained,29,24,157,1734,518,62,3749.9,947.4,26,21,Android
675,retained,22,18,91,3431,662,47,4545.2,988.2,31,21,iPhone
676,churned,7,6,121,380,117,61,1174.7,313.9,25,18,Android
678,churned,189,151,217,2004,46,0,2654.7,2123.0,2,2,iPhone
679,retained,75,60,336,3212,34,0,3654.1,785.8,26,20,Android
680,retained,102,89,218,891,324,32,4403.3,1932.1,25,24,iPhone
681,retained,6,6,246,863,485,33,1143.7,401.6,18,12,iPhone
682,churned,36,29,80,2175,346,72,4533.4,2994.8,24,15,Android
683,retained,328,263,404,1507,60,45,3342.8,234.6,16,15,iPhone
684,retained,188,164,200,1483,17,6,4063.1,1718.8,3,3,iPhone
685,retained,189,152,360,2852,155,11,10191.3,1807.3,28,20,iPhone
686,retained,103,83,138,663,142,2,5258.7,2695.3,15,9,iPhone
687,retained,25,25,64,25,0,0,878.8,183.7,25,18,Android
688,retained,202,202,256,471,61,41,6103.6,2827.6,24,14,Android
689,churned,30,30,81,1039,0,0,7679.6,490.2,22,16,iPhone
691,retained,99,87,215,2234,120,0,4305.6,2483.3,25,19,Android
692,retained,65,52,96,3092,163,0,8558.4,3737.2,13,7,Android
693,retained,18,18,442,2535,99,0,4141.9,2476.3,21,17,Android
694,churned,387,309,457,773,312,52,4864.5,1668.7,15,11,iPhone
695,retained,118,95,198,1813,58,0,780.7,647.1,15,14,iPhone
696,retained,69,58,241,3265,57,64,4620.9,3551.5,17,17,iPhone
697,retained,77,69,97,207,189,62,1284.9,982.0,17,16,iPhone
698,retained,148,119,152,1166,0,18,1317.5,871.6,8,4,iPhone
699,retained,256,206,319,3322,59,57,2376.5,820.4,17,17,iPhone
700,retained,91,73,228,3069,112,33,4579.5,765.2,17,10,Android
701,retained,191,153,322,3032,334,0,10745.6,7157.1,21,20,iPhone
702,retained,38,31,59,1376,0,0,4754.9,3905.1,7,3,iPhone
703,retained,84,69,90,1628,32,0,5465.9,1827.3,11,10,iPhone
704,churned,96,80,182,1292,6,45,1932.7,440.7,0,0,iPhone
705,retained,179,143,307,2981,94,0,2010.3,710.6,11,11,Android
706,churned,70,58,149,186,457,0,2258.1,632.3,14,14,iPhone
707,retained,270,216,436,1743,1,0,2897.5,693.1,25,21,Android
708,retained,24,19,52,1239,40,0,5900.0,3676.1,25,17,iPhone
709,retained,131,105,152,1906,489,49,11271.9,3709.6,5,1,iPhone
710,retained,23,20,47,2128,152,0,3416.1,1769.4,27,18,iPhone
711,retained,38,32,137,307,39,0,7563.8,4415.7,5,1,iPhone
713,retained,194,192,258,1575,0,47,5081.6,3633.4,9,9,iPhone
714,churned,40,33,287,340,342,0,3450.7,605.8,20,20,Android
715,retained,66,53,145,2631,669,29,6606.7,2628.8,7,2,iPhone
716,retained,10,10,91,1490,0,0,3253.4,263.5,26,23,iPhone
717,retained,2,2,27,1241,94,9,3778.2,1224.3,24,22,iPhone
719,retained,315,252,345,3028,168,17,3898.0,2294.0,19,16,iPhone
720,retained,143,114,300,3338,0,125,7912.3,6066.4,18,18,iPhone
721,retained,138,110,154,2501,230,24,2625.0,1130.1,1,1,iPhone
722,churned,27,27,393,366,38,55,7339.2,2163.4,1,0,Android
723,churned,124,101,198,2761,485,21,9550.6,6010.7,18,10,iPhone
724,retained,32,26,373,1898,205,9,3269.9,2214.1,7,7,Android
725,churned,135,108,160,1442,27,0,760.4,544.5,20,13,iPhone
726,retained,150,150,271,2006,102,0,1826.7,1502.8,15,11,iPhone
727,retained,87,70,653,2851,0,5,2566.6,1635.8,15,14,iPhone
728,retained,136,109,193,1672,105,42,5364.4,1610.7,27,18,Android
729,retained,28,27,55,1584,10,18,7613.9,4137.3,25,23,iPhone
730,churned,125,104,145,1058,201,54,3442.2,2314.5,2,2,iPhone
731,retained,98,80,123,2706,436,5,3632.8,1992.2,28,21,iPhone
732,retained,23,19,41,2785,14,19,2565.8,134.8,4,1,iPhone
733,retained,32,32,196,1752,115,18,2564.5,1058.0,6,6,Android
734,retained,18,15,27,1135,430,0,1333.8,166.9,31,29,iPhone
735,retained,76,61,122,2276,259,93,2203.9,1156.4,9,9,iPhone
736,retained,78,63,147,3356,232,22,3984.1,2524.3,29,26,iPhone
737,retained,250,207,463,2223,37,0,3394.6,1157.9,13,9,iPhone
738,retained,53,43,215,381,0,0,1013.0,782.7,1,0,iPhone
739,churned,114,92,150,2079,643,0,1931.3,1423.3,6,6,iPhone
740,retained,8,8,176,2856,50,149,6825.7,3449.3,3,3,iPhone
741,churned,7,7,319,1975,42,102,2626.5,1226.9,8,6,iPhone
742,churned,94,76,154,2590,0,97,10057.5,7273.6,3,3,Android
743,retained,18,15,352,1147,289,0,4573.3,1769.4,25,21,iPhone
744,retained,5,4,83,2465,131,0,1673.8,1254.5,5,5,iPhone
745,retained,61,50,151,232,22,0,5677.9,2479.1,14,8,Android
746,retained,33,31,83,1059,0,47,1879.8,1383.8,17,11,Android
748,retained,68,55,384,737,33,79,8743.8,3347.1,7,7,Android
749,retained,164,132,168,816,0,30,1601.7,938.9,18,12,Android
750,churned,0,0,264,2233,175,151,3020.2,1707.6,11,11,Android
751,churned,43,37,168,430,0,6,3595.9,2781.9,31,23,iPhone
752,retained,31,31,86,2990,113,0,4764.7,644.3,13,13,iPhone
754,retained,267,217,318,3487,126,122,8194.7,6592.6,27,20,iPhone
755,retained,164,133,392,3133,46,29,3229.6,2311.1,16,16,Android
756,retained,100,82,171,1438,227,42,8661.6,6874.4,31,28,Android
757,retained,9,9,53,2439,127,0,2160.0,1772.2,12,12,iPhone
758,retained,19,19,232,577,85,8,4839.5,2301.7,4,0,iPhone
759,retained,41,33,109,3415,46,63,2987.2,1570.5,28,20,iPhone
760,retained,8,7,271,773,115,0,11787.6,7000.3,31,26,iPhone
761,retained,103,83,560,1035,3,0,963.1,646.5,19,17,Android
762,retained,3,3,119,1361,0,10,2531.2,1185.7,20,20,iPhone
763,retained,19,18,50,1597,4,0,1999.8,805.1,9,5,iPhone
764,retained,82,74,190,2704,25,0,2443.8,1892.0,15,14,iPhone
765,retained,24,20,25,269,102,3,1586.5,926.6,1,1,iPhone
766,retained,26,25,117,2610,7,0,7659.1,2112.4,17,10,iPhone
767,retained,94,76,95,3286,5,192,2885.8,1086.3,10,5,iPhone
768,retained,103,83,295,1051,72,56,3115.0,1553.9,1,1,Android
769,churned,148,120,379,1117,146,0,4858.0,2318.1,0,0,iPhone
770,churned,18,15,169,618,21,31,7258.6,5516.2,10,4,iPhone
771,retained,20,20,34,1060,44,2,6475.6,1807.4,12,12,iPhone
772,retained,30,30,51,3177,44,5,1941.7,1255.0,2,2,iPhone
774,retained,62,50,166,2821,61,44,3843.4,259.1,26,17,iPhone
775,retained,170,139,234,2866,49,14,4750.6,1465.6,29,19,Android
776,churned,67,54,80,1063,0,0,1087.7,877.6,8,8,iPhone
777,churned,274,219,388,727,261,12,10922.8,6014.3,4,2,Android
778,retained,14,12,137,2683,34,2,2412.4,1099.8,20,17,Android
779,retained,23,19,38,53,498,21,5517.3,3840.9,0,0,iPhone
781,churned,183,149,282,747,48,0,14481.5,6616.8,9,5,Android
782,retained,57,46,200,3077,25,28,4913.3,528.2,8,6,iPhone
783,retained,8,7,40,1909,93,0,3842.2,2511.4,15,15,iPhone
784,churned,5,5,48,2506,195,0,1423.0,830.8,13,7,Android
